service_id,date,exception_type
1_864_1242_24_240_4,20250228,1
1_864_1242_24_240_4,20250417,1
1_864_1242_24_240_4,20250418,1
1_864_1242_24_240_4,20250501,1
1_864_1242_24_240_4,20250815,1
1_864_1242_24_240_4,20251013,1
1_864_1242_24_240_4,20251101,1
1_864_1242_24_240_4,20251206,1
1_864_1242_24_240_4,20251208,1
1_864_1242_24_240_4,20251225,1
1_864_1242_24_240_4,20250507,1
1_864_1242_24_240_4,20250619,1
1_864_1242_24_241_4,20250101,1
1_864_1242_24_241_4,20250106,1
1_864_1242_24_241_4,20250228,1
1_864_1242_24_241_4,20250417,1
1_864_1242_24_241_4,20250418,1
1_864_1242_24_241_4,20250501,1
1_864_1242_24_241_4,20250815,1
1_864_1242_24_241_4,20251013,1
1_864_1242_24_241_4,20251101,1
1_864_1242_24_241_4,20251206,1
1_864_1242_24_241_4,20251208,1
1_864_1242_24_241_4,20251225,1
1_864_1242_24_241_4,20250507,1
1_864_1242_24_241_4,20250619,1
1_868_1256_9_212_3,20250101,1
1_868_1256_9_212_3,20250106,1
1_868_1256_9_212_3,20250228,1
1_868_1256_9_212_3,20250417,1
1_868_1256_9_212_3,20250418,1
1_868_1256_9_212_3,20250501,1
1_868_1256_9_212_3,20250815,1
1_868_1256_9_212_3,20251013,1
1_868_1256_9_212_3,20251101,1
1_868_1256_9_212_3,20251206,1
1_868_1256_9_212_3,20251208,1
1_868_1256_9_212_3,20251225,1
1_868_1256_9_212_3,20250507,1
1_868_1256_9_212_3,20250619,1
1_871_1258_9_220_3,20250101,1
1_871_1258_9_220_3,20250106,1
1_871_1258_9_220_3,20250228,1
1_871_1258_9_220_3,20250417,1
1_871_1258_9_220_3,20250418,1
1_871_1258_9_220_3,20250501,1
1_871_1258_9_220_3,20250815,1
1_871_1258_9_220_3,20251013,1
1_871_1258_9_220_3,20251101,1
1_871_1258_9_220_3,20251206,1
1_871_1258_9_220_3,20251208,1
1_871_1258_9_220_3,20251225,1
1_871_1258_9_220_3,20250507,1
1_871_1258_9_220_3,20250619,1
1_871_1258_9_221_3,20250101,1
1_871_1258_9_221_3,20250106,1
1_871_1258_9_221_3,20250228,1
1_871_1258_9_221_3,20250417,1
1_871_1258_9_221_3,20250418,1
1_871_1258_9_221_3,20250501,1
1_871_1258_9_221_3,20250815,1
1_871_1258_9_221_3,20251013,1
1_871_1258_9_221_3,20251101,1
1_871_1258_9_221_3,20251206,1
1_871_1258_9_221_3,20251208,1
1_871_1258_9_221_3,20251225,1
1_871_1258_9_221_3,20250507,1
1_871_1258_9_221_3,20250619,1
1_871_1258_9_222_3,20250101,1
1_871_1258_9_222_3,20250106,1
1_871_1258_9_222_3,20250228,1
1_871_1258_9_222_3,20250417,1
1_871_1258_9_222_3,20250418,1
1_871_1258_9_222_3,20250501,1
1_871_1258_9_222_3,20250815,1
1_871_1258_9_222_3,20251013,1
1_871_1258_9_222_3,20251101,1
1_871_1258_9_222_3,20251206,1
1_871_1258_9_222_3,20251208,1
1_871_1258_9_222_3,20251225,1
1_871_1258_9_222_3,20250507,1
1_871_1258_9_222_3,20250619,1
1_871_1261_9_204_3,20250101,1
1_871_1261_9_204_3,20250106,1
1_871_1261_9_204_3,20250228,1
1_871_1261_9_204_3,20250417,1
1_871_1261_9_204_3,20250418,1
1_871_1261_9_204_3,20250501,1
1_871_1261_9_204_3,20250815,1
1_871_1261_9_204_3,20251013,1
1_871_1261_9_204_3,20251101,1
1_871_1261_9_204_3,20251206,1
1_871_1261_9_204_3,20251208,1
1_871_1261_9_204_3,20251225,1
1_871_1261_9_204_3,20250507,1
1_871_1261_9_204_3,20250619,1
1_871_1264_9_206_3,20250101,1
1_871_1264_9_206_3,20250106,1
1_871_1264_9_206_3,20250228,1
1_871_1264_9_206_3,20250417,1
1_871_1264_9_206_3,20250418,1
1_871_1264_9_206_3,20250501,1
1_871_1264_9_206_3,20250815,1
1_871_1264_9_206_3,20251013,1
1_871_1264_9_206_3,20251101,1
1_871_1264_9_206_3,20251206,1
1_871_1264_9_206_3,20251208,1
1_871_1264_9_206_3,20251225,1
1_871_1264_9_206_3,20250507,1
1_871_1264_9_206_3,20250619,1
1_871_1271_9_217_3,20250101,1
1_871_1271_9_217_3,20250106,1
1_871_1271_9_217_3,20250228,1
1_871_1271_9_217_3,20250417,1
1_871_1271_9_217_3,20250418,1
1_871_1271_9_217_3,20250501,1
1_871_1271_9_217_3,20250815,1
1_871_1271_9_217_3,20251013,1
1_871_1271_9_217_3,20251101,1
1_871_1271_9_217_3,20251206,1
1_871_1271_9_217_3,20251208,1
1_871_1271_9_217_3,20251225,1
1_871_1271_9_217_3,20250507,1
1_871_1271_9_217_3,20250619,1
1_871_1504_9_210_3,20250101,1
1_871_1504_9_210_3,20250106,1
1_871_1504_9_210_3,20250228,1
1_871_1504_9_210_3,20250417,1
1_871_1504_9_210_3,20250418,1
1_871_1504_9_210_3,20250501,1
1_871_1504_9_210_3,20250815,1
1_871_1504_9_210_3,20251013,1
1_871_1504_9_210_3,20251101,1
1_871_1504_9_210_3,20251206,1
1_871_1504_9_210_3,20251208,1
1_871_1504_9_210_3,20251225,1
1_871_1504_9_210_3,20250507,1
1_871_1504_9_210_3,20250619,1
1_871_1504_9_211_3,20250101,1
1_871_1504_9_211_3,20250106,1
1_871_1504_9_211_3,20250228,1
1_871_1504_9_211_3,20250417,1
1_871_1504_9_211_3,20250418,1
1_871_1504_9_211_3,20250501,1
1_871_1504_9_211_3,20250815,1
1_871_1504_9_211_3,20251013,1
1_871_1504_9_211_3,20251101,1
1_871_1504_9_211_3,20251206,1
1_871_1504_9_211_3,20251208,1
1_871_1504_9_211_3,20251225,1
1_871_1504_9_211_3,20250507,1
1_871_1504_9_211_3,20250619,1
1_874_1510_9_214_3,20250101,1
1_874_1510_9_214_3,20250106,1
1_874_1510_9_214_3,20250228,1
1_874_1510_9_214_3,20250417,1
1_874_1510_9_214_3,20250418,1
1_874_1510_9_214_3,20250501,1
1_874_1510_9_214_3,20250815,1
1_874_1510_9_214_3,20251013,1
1_874_1510_9_214_3,20251101,1
1_874_1510_9_214_3,20251206,1
1_874_1510_9_214_3,20251208,1
1_874_1510_9_214_3,20251225,1
1_874_1510_9_214_3,20250507,1
1_874_1510_9_214_3,20250619,1
1_874_1510_9_467_3,20250101,1
1_874_1510_9_467_3,20250106,1
1_874_1510_9_467_3,20250228,1
1_874_1510_9_467_3,20250417,1
1_874_1510_9_467_3,20250418,1
1_874_1510_9_467_3,20250501,1
1_874_1510_9_467_3,20250815,1
1_874_1510_9_467_3,20251013,1
1_874_1510_9_467_3,20251101,1
1_874_1510_9_467_3,20251206,1
1_874_1510_9_467_3,20251208,1
1_874_1510_9_467_3,20251225,1
1_874_1510_9_467_3,20250507,1
1_874_1510_9_467_3,20250619,1
1_874_1510_9_468_3,20250101,1
1_874_1510_9_468_3,20250106,1
1_874_1510_9_468_3,20250228,1
1_874_1510_9_468_3,20250417,1
1_874_1510_9_468_3,20250418,1
1_874_1510_9_468_3,20250501,1
1_874_1510_9_468_3,20250815,1
1_874_1510_9_468_3,20251013,1
1_874_1510_9_468_3,20251101,1
1_874_1510_9_468_3,20251206,1
1_874_1510_9_468_3,20251208,1
1_874_1510_9_468_3,20251225,1
1_874_1510_9_468_3,20250507,1
1_874_1510_9_468_3,20250619,1
1_877_1503_13_299_3,20250101,1
1_877_1503_13_299_3,20250106,1
1_877_1503_13_299_3,20250228,1
1_877_1503_13_299_3,20250417,1
1_877_1503_13_299_3,20250418,1
1_877_1503_13_299_3,20250501,1
1_877_1503_13_299_3,20250815,1
1_877_1503_13_299_3,20251013,1
1_877_1503_13_299_3,20251101,1
1_877_1503_13_299_3,20251206,1
1_877_1503_13_299_3,20251208,1
1_877_1503_13_299_3,20251225,1
1_877_1503_13_299_3,20250507,1
1_877_1503_13_299_3,20250619,1
1_877_1503_13_448_3,20250101,1
1_877_1503_13_448_3,20250106,1
1_877_1503_13_448_3,20250228,1
1_877_1503_13_448_3,20250417,1
1_877_1503_13_448_3,20250418,1
1_877_1503_13_448_3,20250501,1
1_877_1503_13_448_3,20250815,1
1_877_1503_13_448_3,20251013,1
1_877_1503_13_448_3,20251101,1
1_877_1503_13_448_3,20251206,1
1_877_1503_13_448_3,20251208,1
1_877_1503_13_448_3,20251225,1
1_877_1503_13_448_3,20250507,1
1_877_1503_13_448_3,20250619,1
1_880_1286_6_232_3,20250101,1
1_880_1286_6_232_3,20250106,1
1_880_1286_6_232_3,20250228,1
1_880_1286_6_232_3,20250417,1
1_880_1286_6_232_3,20250418,1
1_880_1286_6_232_3,20250501,1
1_880_1286_6_232_3,20250815,1
1_880_1286_6_232_3,20251013,1
1_880_1286_6_232_3,20251101,1
1_880_1286_6_232_3,20251206,1
1_880_1286_6_232_3,20251208,1
1_880_1286_6_232_3,20251225,1
1_880_1286_6_232_3,20250507,1
1_880_1286_6_232_3,20250619,1
1_880_1290_6_425_3,20250101,1
1_880_1290_6_425_3,20250106,1
1_880_1290_6_425_3,20250228,1
1_880_1290_6_425_3,20250417,1
1_880_1290_6_425_3,20250418,1
1_880_1290_6_425_3,20250501,1
1_880_1290_6_425_3,20250815,1
1_880_1290_6_425_3,20251013,1
1_880_1290_6_425_3,20251101,1
1_880_1290_6_425_3,20251206,1
1_880_1290_6_425_3,20251208,1
1_880_1290_6_425_3,20251225,1
1_880_1290_6_425_3,20250507,1
1_880_1290_6_425_3,20250619,1
1_880_1290_6_427_3,20250101,1
1_880_1290_6_427_3,20250106,1
1_880_1290_6_427_3,20250228,1
1_880_1290_6_427_3,20250417,1
1_880_1290_6_427_3,20250418,1
1_880_1290_6_427_3,20250501,1
1_880_1290_6_427_3,20250815,1
1_880_1290_6_427_3,20251013,1
1_880_1290_6_427_3,20251101,1
1_880_1290_6_427_3,20251206,1
1_880_1290_6_427_3,20251208,1
1_880_1290_6_427_3,20251225,1
1_880_1290_6_427_3,20250507,1
1_880_1290_6_427_3,20250619,1
1_880_1295_6_234_3,20250101,1
1_880_1295_6_234_3,20250106,1
1_880_1295_6_234_3,20250228,1
1_880_1295_6_234_3,20250417,1
1_880_1295_6_234_3,20250418,1
1_880_1295_6_234_3,20250501,1
1_880_1295_6_234_3,20250815,1
1_880_1295_6_234_3,20251013,1
1_880_1295_6_234_3,20251101,1
1_880_1295_6_234_3,20251206,1
1_880_1295_6_234_3,20251208,1
1_880_1295_6_234_3,20251225,1
1_880_1295_6_234_3,20250507,1
1_880_1295_6_234_3,20250619,1
1_882_1292_17_238_4,20250101,1
1_882_1292_17_238_4,20250106,1
1_882_1292_17_238_4,20250228,1
1_882_1292_17_238_4,20250417,1
1_882_1292_17_238_4,20250418,1
1_882_1292_17_238_4,20250501,1
1_882_1292_17_238_4,20250815,1
1_882_1292_17_238_4,20251013,1
1_882_1292_17_238_4,20251101,1
1_882_1292_17_238_4,20251206,1
1_882_1292_17_238_4,20251208,1
1_882_1292_17_238_4,20251225,1
1_882_1292_17_238_4,20250507,1
1_882_1292_17_238_4,20250619,1
1_887_1301_13_308_3,20250101,1
1_887_1301_13_308_3,20250106,1
1_887_1301_13_308_3,20250228,1
1_887_1301_13_308_3,20250417,1
1_887_1301_13_308_3,20250418,1
1_887_1301_13_308_3,20250501,1
1_887_1301_13_308_3,20250815,1
1_887_1301_13_308_3,20251013,1
1_887_1301_13_308_3,20251101,1
1_887_1301_13_308_3,20251206,1
1_887_1301_13_308_3,20251208,1
1_887_1301_13_308_3,20251225,1
1_887_1301_13_308_3,20250507,1
1_887_1301_13_308_3,20250619,1
1_887_1301_13_309_3,20250101,1
1_887_1301_13_309_3,20250106,1
1_887_1301_13_309_3,20250228,1
1_887_1301_13_309_3,20250417,1
1_887_1301_13_309_3,20250418,1
1_887_1301_13_309_3,20250501,1
1_887_1301_13_309_3,20250815,1
1_887_1301_13_309_3,20251013,1
1_887_1301_13_309_3,20251101,1
1_887_1301_13_309_3,20251206,1
1_887_1301_13_309_3,20251208,1
1_887_1301_13_309_3,20251225,1
1_887_1301_13_309_3,20250507,1
1_887_1301_13_309_3,20250619,1
1_887_1304_13_314_3,20250101,1
1_887_1304_13_314_3,20250106,1
1_887_1304_13_314_3,20250228,1
1_887_1304_13_314_3,20250417,1
1_887_1304_13_314_3,20250418,1
1_887_1304_13_314_3,20250501,1
1_887_1304_13_314_3,20250815,1
1_887_1304_13_314_3,20251013,1
1_887_1304_13_314_3,20251101,1
1_887_1304_13_314_3,20251206,1
1_887_1304_13_314_3,20251208,1
1_887_1304_13_314_3,20251225,1
1_887_1304_13_314_3,20250507,1
1_887_1304_13_314_3,20250619,1
1_890_1310_10_279_3,20250101,1
1_890_1310_10_279_3,20250106,1
1_890_1310_10_279_3,20250228,1
1_890_1310_10_279_3,20250417,1
1_890_1310_10_279_3,20250418,1
1_890_1310_10_279_3,20250501,1
1_890_1310_10_279_3,20250815,1
1_890_1310_10_279_3,20251013,1
1_890_1310_10_279_3,20251101,1
1_890_1310_10_279_3,20251206,1
1_890_1310_10_279_3,20251208,1
1_890_1310_10_279_3,20251225,1
1_890_1310_10_279_3,20250507,1
1_890_1310_10_279_3,20250619,1
1_890_1310_10_282_3,20250101,1
1_890_1310_10_282_3,20250106,1
1_890_1310_10_282_3,20250228,1
1_890_1310_10_282_3,20250417,1
1_890_1310_10_282_3,20250418,1
1_890_1310_10_282_3,20250501,1
1_890_1310_10_282_3,20250815,1
1_890_1310_10_282_3,20251013,1
1_890_1310_10_282_3,20251101,1
1_890_1310_10_282_3,20251206,1
1_890_1310_10_282_3,20251208,1
1_890_1310_10_282_3,20251225,1
1_890_1310_10_282_3,20250507,1
1_890_1310_10_282_3,20250619,1
1_890_1310_10_284_3,20250101,1
1_890_1310_10_284_3,20250106,1
1_890_1310_10_284_3,20250228,1
1_890_1310_10_284_3,20250417,1
1_890_1310_10_284_3,20250418,1
1_890_1310_10_284_3,20250501,1
1_890_1310_10_284_3,20250815,1
1_890_1310_10_284_3,20251013,1
1_890_1310_10_284_3,20251101,1
1_890_1310_10_284_3,20251206,1
1_890_1310_10_284_3,20251208,1
1_890_1310_10_284_3,20251225,1
1_890_1310_10_284_3,20250507,1
1_890_1310_10_284_3,20250619,1
1_890_1484_10_286_13,20250101,1
1_890_1484_10_286_13,20250106,1
1_890_1484_10_286_13,20250228,1
1_890_1484_10_286_13,20250417,1
1_890_1484_10_286_13,20250418,1
1_890_1484_10_286_13,20250501,1
1_890_1484_10_286_13,20250815,1
1_890_1484_10_286_13,20251013,1
1_890_1484_10_286_13,20251101,1
1_890_1484_10_286_13,20251206,1
1_890_1484_10_286_13,20251208,1
1_890_1484_10_286_13,20251225,1
1_890_1484_10_286_13,20250507,1
1_890_1484_10_286_13,20250619,1
1_896_1321_9_434_3,20250101,1
1_896_1321_9_434_3,20250106,1
1_896_1321_9_434_3,20250228,1
1_896_1321_9_434_3,20250417,1
1_896_1321_9_434_3,20250418,1
1_896_1321_9_434_3,20250501,1
1_896_1321_9_434_3,20250815,1
1_896_1321_9_434_3,20251013,1
1_896_1321_9_434_3,20251101,1
1_896_1321_9_434_3,20251206,1
1_896_1321_9_434_3,20251208,1
1_896_1321_9_434_3,20251225,1
1_896_1321_9_434_3,20250507,1
1_896_1321_9_434_3,20250619,1
1_898_1483_10_272_13,20250101,1
1_898_1483_10_272_13,20250106,1
1_898_1483_10_272_13,20250228,1
1_898_1483_10_272_13,20250417,1
1_898_1483_10_272_13,20250418,1
1_898_1483_10_272_13,20250501,1
1_898_1483_10_272_13,20250815,1
1_898_1483_10_272_13,20251013,1
1_898_1483_10_272_13,20251101,1
1_898_1483_10_272_13,20251206,1
1_898_1483_10_272_13,20251208,1
1_898_1483_10_272_13,20251225,1
1_898_1483_10_272_13,20250507,1
1_898_1483_10_272_13,20250619,1
1_898_1483_10_419_13,20250101,1
1_898_1483_10_419_13,20250106,1
1_898_1483_10_419_13,20250228,1
1_898_1483_10_419_13,20250417,1
1_898_1483_10_419_13,20250418,1
1_898_1483_10_419_13,20250501,1
1_898_1483_10_419_13,20250815,1
1_898_1483_10_419_13,20251013,1
1_898_1483_10_419_13,20251101,1
1_898_1483_10_419_13,20251206,1
1_898_1483_10_419_13,20251208,1
1_898_1483_10_419_13,20251225,1
1_898_1483_10_419_13,20250507,1
1_898_1483_10_419_13,20250619,1
1_900_489_10_273_3,20250101,1
1_900_489_10_273_3,20250106,1
1_900_489_10_273_3,20250228,1
1_900_489_10_273_3,20250417,1
1_900_489_10_273_3,20250418,1
1_900_489_10_273_3,20250501,1
1_900_489_10_273_3,20250815,1
1_900_489_10_273_3,20251013,1
1_900_489_10_273_3,20251101,1
1_900_489_10_273_3,20251206,1
1_900_489_10_273_3,20251208,1
1_900_489_10_273_3,20251225,1
1_900_489_10_273_3,20250507,1
1_900_489_10_273_3,20250619,1
1_901_420_10_271_4,20250101,1
1_901_420_10_271_4,20250106,1
1_901_420_10_271_4,20250228,1
1_901_420_10_271_4,20250417,1
1_901_420_10_271_4,20250418,1
1_901_420_10_271_4,20250501,1
1_901_420_10_271_4,20250815,1
1_901_420_10_271_4,20251013,1
1_901_420_10_271_4,20251101,1
1_901_420_10_271_4,20251206,1
1_901_420_10_271_4,20251208,1
1_901_420_10_271_4,20251225,1
1_901_420_10_271_4,20250507,1
1_901_420_10_271_4,20250619,1
1_904_1331_10_287_3,20250101,1
1_904_1331_10_287_3,20250106,1
1_904_1331_10_287_3,20250228,1
1_904_1331_10_287_3,20250417,1
1_904_1331_10_287_3,20250418,1
1_904_1331_10_287_3,20250501,1
1_904_1331_10_287_3,20250815,1
1_904_1331_10_287_3,20251013,1
1_904_1331_10_287_3,20251101,1
1_904_1331_10_287_3,20251206,1
1_904_1331_10_287_3,20251208,1
1_904_1331_10_287_3,20251225,1
1_904_1331_10_287_3,20250507,1
1_904_1331_10_287_3,20250619,1
1_904_1331_10_409_3,20250101,1
1_904_1331_10_409_3,20250106,1
1_904_1331_10_409_3,20250228,1
1_904_1331_10_409_3,20250417,1
1_904_1331_10_409_3,20250418,1
1_904_1331_10_409_3,20250501,1
1_904_1331_10_409_3,20250815,1
1_904_1331_10_409_3,20251013,1
1_904_1331_10_409_3,20251101,1
1_904_1331_10_409_3,20251206,1
1_904_1331_10_409_3,20251208,1
1_904_1331_10_409_3,20251225,1
1_904_1331_10_409_3,20250507,1
1_904_1331_10_409_3,20250619,1
1_904_1486_10_289_13,20250101,1
1_904_1486_10_289_13,20250106,1
1_904_1486_10_289_13,20250228,1
1_904_1486_10_289_13,20250417,1
1_904_1486_10_289_13,20250418,1
1_904_1486_10_289_13,20250501,1
1_904_1486_10_289_13,20250815,1
1_904_1486_10_289_13,20251013,1
1_904_1486_10_289_13,20251101,1
1_904_1486_10_289_13,20251206,1
1_904_1486_10_289_13,20251208,1
1_904_1486_10_289_13,20251225,1
1_904_1486_10_289_13,20250507,1
1_904_1486_10_289_13,20250619,1
1_907_1335_10_251_3,20250101,1
1_907_1335_10_251_3,20250106,1
1_907_1335_10_251_3,20250228,1
1_907_1335_10_251_3,20250417,1
1_907_1335_10_251_3,20250418,1
1_907_1335_10_251_3,20250501,1
1_907_1335_10_251_3,20250815,1
1_907_1335_10_251_3,20251013,1
1_907_1335_10_251_3,20251101,1
1_907_1335_10_251_3,20251206,1
1_907_1335_10_251_3,20251208,1
1_907_1335_10_251_3,20251225,1
1_907_1335_10_251_3,20250507,1
1_907_1335_10_251_3,20250619,1
1_907_1335_10_252_3,20250101,1
1_907_1335_10_252_3,20250106,1
1_907_1335_10_252_3,20250228,1
1_907_1335_10_252_3,20250417,1
1_907_1335_10_252_3,20250418,1
1_907_1335_10_252_3,20250501,1
1_907_1335_10_252_3,20250815,1
1_907_1335_10_252_3,20251013,1
1_907_1335_10_252_3,20251101,1
1_907_1335_10_252_3,20251206,1
1_907_1335_10_252_3,20251208,1
1_907_1335_10_252_3,20251225,1
1_907_1335_10_252_3,20250507,1
1_907_1335_10_252_3,20250619,1
1_907_1335_10_253_3,20250101,1
1_907_1335_10_253_3,20250106,1
1_907_1335_10_253_3,20250228,1
1_907_1335_10_253_3,20250417,1
1_907_1335_10_253_3,20250418,1
1_907_1335_10_253_3,20250501,1
1_907_1335_10_253_3,20250815,1
1_907_1335_10_253_3,20251013,1
1_907_1335_10_253_3,20251101,1
1_907_1335_10_253_3,20251206,1
1_907_1335_10_253_3,20251208,1
1_907_1335_10_253_3,20251225,1
1_907_1335_10_253_3,20250507,1
1_907_1335_10_253_3,20250619,1
1_907_1335_10_255_3,20250101,1
1_907_1335_10_255_3,20250106,1
1_907_1335_10_255_3,20250228,1
1_907_1335_10_255_3,20250417,1
1_907_1335_10_255_3,20250418,1
1_907_1335_10_255_3,20250501,1
1_907_1335_10_255_3,20250815,1
1_907_1335_10_255_3,20251013,1
1_907_1335_10_255_3,20251101,1
1_907_1335_10_255_3,20251206,1
1_907_1335_10_255_3,20251208,1
1_907_1335_10_255_3,20251225,1
1_907_1335_10_255_3,20250507,1
1_907_1335_10_255_3,20250619,1
1_990_1482_10_542_13,20250101,1
1_990_1482_10_542_13,20250106,1
1_990_1482_10_542_13,20250228,1
1_990_1482_10_542_13,20250417,1
1_990_1482_10_542_13,20250418,1
1_990_1482_10_542_13,20250501,1
1_990_1482_10_542_13,20250815,1
1_990_1482_10_542_13,20251013,1
1_990_1482_10_542_13,20251101,1
1_990_1482_10_542_13,20251206,1
1_990_1482_10_542_13,20251208,1
1_990_1482_10_542_13,20251225,1
1_990_1482_10_542_13,20250507,1
